MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
1384,+1 (929) 393-4551,16/09/2023 08:52,news: 2bed/1bath just $364 a mo available for you now! click here whatseenow3.info/ltzscgnozp the sender is not in your contact list. report junk,whatseenow3.info/ltZSCGnozp,,whatseenow3,info,http://ww12.whatseenow3.info/ltZSCGnozp,,"NameCheap, Inc.",11/08/2022,,23/03/2024,Inactive,591,3,1,2,0,0,"at!) T-Mobile Wi-Fi > © 11:21 PM €@842%8

Qe

+1 (929) 393-4551

Text Message
Aug 24, 2022 at 1:38 PM

NEWS:

2bed / 1bath just $364 amo
available for you NOW!

click here
whatgeenow3.info/ltZ SCGnozp

The sender is not in your contact list.
Report Junk

a & g
*Ooeovze@Q
"
1385,-2410,16/09/2023 08:53,"a payment of $612.98 is initiated from your cash app account if it is not authorize by you, please contact +1-888-515-1008 if its done by you then please ignore",,,,,,Cash App,,,,,,,,,,,,"Apayment of $612.98 is initiated from your Cash App
account IF it is not authorize by you, please contact +1-
888-515-1008 If its done by you then please ignore
"
1386,+1 (213) 492-5120,16/09/2023 08:53,your payment fo.r jul.y is receiv.ed. th.ank you! thi.s is a littl.e loyalty pre.sent for you.: d8ihl.com/rjs6w33axd,d8iHL.Com/RjS6w33AXD,,d8iHL,Com,http://d8ihl.com/RjS6w33AXD,,"OwnRegistrar, Inc.",18/08/2022,19/08/2023,19/08/2023,Inactive,367,0,0,0,0,0,"at) T-Mobile Wi-Fi © 11:22 ra) & ea 40%8

‘Bsae

19 People

Text Message
Aug 19, 2022 at 8:08 PM

+1 (213) 492-5120

Your payment fo.r Jul-y is

receiv.ed. Th.ank you! thi.s is a

little loyalty pre.sent for you.:
Qe d8iHL.Com/RjS6w33AXD

The sender and other recipients are not in your contact list.
Report Junk

a & g
*Ooeovze@Q
"
1387,929-251-1001,16/09/2023 08:55,"hi! my name is deborah holland. this is an important message from the pch prize patrol team. signed and approved by the sweet stakes audit bureau. congratulations on being a first-place winner from our grand promotion. did you check your mailbox or your email? your confirmation number is 7711. please contact our prize patrol team at your earliest convenience to make preparations for prize delivery. at 929-251-1001. i repeat, 929-251-1001. congratulations once more! thanks again!",,,,,,,,,,,,,,,,,,"Hi! My name is Deborah Holland. This is an important
message from the PCH Prize Patrol team. Signed and
approved by the Sweet Stakes Audit Bureau.
Congratulations on being a first-place winner from our
grand promotion. Did you check your mailbox or your
email? Your confirmation number is 7711. Please
contact our prize patrol team at your earliest
convenience to make preparations for prize delivery. At
929-251-1001. | repeat, 929-251-1001. Congratulations
‘once more! Thanks again!
"
1388,+1 (332) 254-4464,16/09/2023 08:56,yo.ur invoi.ce for l.ast m.onth was received. t.hank yo.u! here's a surprise gift fo.r y.ou: us5nn.com/t201tztu1a,Us5nn.cOm/T201tztu1A\n,,Us5nn,cOm,http://us5nn.com/T201tztu1A\n,,Hosting Concepts B.V. d/b/a Registrar.eu,03/09/2022,04/09/2023,04/09/2023,Inactive,367,0,0,0,0,0,"at!) T-Mobile Wi-Fi = © 11:21PM €@842%8

ye
2609

7 People

Text Message
Sep 4, 2022 at 7:02 PM

+1 (332) 254-4464

Yo.ur invoi.ce for |.ast m.onth

was received. T.hank yo.u!

here's a surprise gift fo.r y.ou:
Qe Us5nn.cOm/T201tztu1A

The sender and other recipients are not in your contact list.
Report Junk

a & g
*Ooeovze@Q
"
1389,+1 (904) 343-0282,16/09/2023 08:57,"alert: ❹❺❹-mo 3bed/2bth home available now near you 
no credit check required. click here   𝔴𝖍𝖆𝓽𝖘𝔢𝕖𝒽𝖊𝕣ℯ2.info/fdowou",𝔴𝖍𝖆𝓽𝖘𝔢𝕖𝒽𝖊𝕣ℯ2.info/fDoWou,,𝔴𝖍𝖆𝓽𝖘𝔢𝕖𝒽𝖊𝕣ℯ2,info,http://ww7.whatseehere2.info/fDoWou?usid=15&utid=29741349801,,"NameCheap, Inc.",11/08/2022,01/01/2001 00:00,23/03/2024,Inactive,591,2,0,2,0,0,"© 11:19 PM

at). T-Mobile Wi-Fi +

+1 (904) 343-0282

Text Message
Sep 30, 2022 at 12:56 PM

Alert: @@@-MO 3bed/2bth
home available now near you
no credit check required. click

here what8eefere2.info/

fDoWou

The sender is not in your contact list.
Report Junk

a &
* @@®e02e
"
1390,,22/09/2023 16:26,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://usps.trckspost.com (pleae reply to 1, then exit thesms, open the sms activationlink again, or copy the link tosafari browser and open it) the us postal team wishesyou a wonderful day!",https://usps.trckspost.com,usps,trckspost,com,https://usps.trckspost.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,25/08/2023,25/08/2023,11/10/2023,Inactive,48,11,4,3,4,1,"®

+66 Qi--

iMessage
Today 10:44 AM

The USPS package has arrived at
the warehouse and cannot be
delivered due to incomplete
address information. Please
confirm your address in the link.

https://usps.trckspost.com

(Pleae reply to 1, then exit theSMS,
open the SMS activationlink again,
or copy the link toSafari browser
and open it)

The US Postal team wishesyou a
wonderful day!

The sender is not in your contact list.

Report Junk
"
1391,48kif@icloud.com,23/09/2023 14:05,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://usuasco.top (please reply to 1, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day!",https://usuasco.top,,usuasco,top,https://www.usps.com/,USPS,"Network Solutions, LLC",10/07/1997,,24/06/2024,Active,9885,0,0,0,0,1,"all T-Mobile > 5:04 AM 4 27%8_)

< om

eT
deathmachine48kif@icloud.com

iMessage
Yesterday 6:26 AM

The USPS package has arrived
at the warehouse and cannot
be delivered due to incomplete
address information. Please
confirm your address in the
link.

https://usuasco.top

(Please reply to 1, then exit the
SMS, open the SMS activation
link again, or copy the link to

Safari browser and open it)

The US Postal team wishes
you a wonderful day!

The sender is not in your contact list

Report Junk

*0o@200G
"
1392,renuartblondell1z@icloud.com,24/09/2023 20:35,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://usps.com.uspqq.shop (please reply to 1, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day!",https://usps.com.uspqq.shop,usps.com,uspqq,shop,https://www.usps.com/,USPS,"Network Solutions, LLC",10/07/1997,,24/06/2024,Active,9885,0,0,0,0,1,"11:04 os

The USPS package has arrived
at the warehouse and cannot be
delivered due to incomplete
address information. Please
confirm your address in the link.

https://usps.com.uspqq.shop
(Please reply to 1, then exit the
‘SMS, open the SMS activation
link again, or copy the link to
Safari browser and open it)

The US Postal team wishes you a
wonderful day!

The sender is not in your contact list

Report Junk

a @

0

G6@0-@:502
"
1393,,07/10/2023 03:06,"frontier: thank you for your order 83805900. we've scheduled your appointment for 10/10/2023 01:00 pm - 05:00 pm at 4410 marchmont blv. reply confirm to keep your appointment. to make a change to your appointment, click here: https:// frontier.com/helpcenter/categories/ order-status please remember someone 18 or older needs to be present.",frontier.com/helpcenter/categories/,,frontier,com,https://frontier.com/helpcenter/categories,Frontier,"Register.com, Inc.",19/06/1992,24/08/2020,24/08/2020,Inactive,10294,0,0,0,0,0,"70994

Text Me
Today 7

Frontier: Thank you for your order
83805900. We've scheduled your
appointment for 10/10/2023 01:00 PM
- 05:00 PM at 4410 MARCHMONT
BLV.

Reply CONFIRM to keep your
appointment.

To make a change to your
appointment, click here: hitps://
frontier.com/helpcenter/categories/
order-status

Please remember someone 18 or older
needs to be present.

The sender is not in your contact list
Report Junk

"
1394,7570,07/10/2023 04:22,royalmail: your package has arrived at the warehouse but cannot be delivered due to incomplete address details. please open the link to view: http://rory-royalmail.shop royalmail wishes you a great day! 11:31 pm,http://rory-royalmail.shop,,rory-royalmail,shop,http://rory-royalmail.shop/,Royalmail,"NameSilo, LLC",28/09/2023,28/09/2023,07/10/2023,Inactive,10,5,3,1,1,0,"12277 $808 OOO FLE4%

€ © 17570 230839 Oa ’&

© Report this suspected spam? x

Reporting helps stop unwanted messages from this,
number

No, not spam Yes, report

Yesterday -11:31 pm
£ RCS chat wth 07570 990829, Lam more
Royalmail: Your package has arrived at
the warehouse but cannot be delivered

due to incomplete address details.
Please open the link to view:

of

1131 pm @

® nes message ey

wishes you a great day!

< e a ff

"
1395,Ibn6415@hanmail.net,07/10/2023 05:59,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://uspsxt.com (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://uspsxt.com,,uspsxt,com,https://uspsxt.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,26/08/2023,26/08/2023,26/08/2023,Inactive,1,14,5,3,6,1,"lbn6415@hanmail.net

The USPS package has arrived
at

the warehouse and cannot be
delivered due to incomplete
address information.

Please confirm your address
in the link within 12 hours.

https://uspsxt.com

(Please reply to Y, then exit
the SMS, open the SMS
activation

link again, or copy the link to
Safari browser and open it)

The US Postal team wishes
you a wonderful day

The sender is not in your contact list

Report Junk

*08O200 G
"
1396,durian3514jtha@icloud.com,07/10/2023 06:00,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://usps.trckingstamp.com (please reply to 1, then exit thesms, open the sms activationlink again, or copy the link tosafari browser and open it) the us postal team wishesyou a wonderful day! o'",https://usps.trckingstamp.com,usps,trckingstamp,com,https://usps.trckingstamp.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,12/08/2023,12/08/2023,11/10/2023,Inactive,61,13,4,0,9,1,"durian3514jtha@icloud.com

The USPS package has arrived
at the warehouse and cannot
be delivered due to incomplete
address information. Please
confirm your address in the
link.

https://usps.trckingstamp.com

(Please reply to 1, then exit
theSMS, open the SMS
activationlink again, or copy
the link toSafari browser and
open it)

The US Postal team wishesyou
a wonderful day!

The sender is not in your contact list

Report Junk

*08O200 G
"
1397,teaganchancemay@gmail.com,07/10/2023 06:01,"u.s.p.s-the package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://uspseth.top (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the usps team wishes you a wonderful day!",https://uspseth.top,,uspseth,top,https://uspseth.top/,USPS,Hongkong Kouming International Limited,06/10/2023,,27/04/2024,Inactive,205,7,1,1,5,2,"teaganchancemay@gmail.com

U.S.P.S-The package has
arrived at the warehouse and
cannot be delivered due to
incomplete address
information. Please confirm
your address in the link.

https://uspseth.top

(Please reply to Y, then exit the
SMS, open the SMS activation
link again, or copy the link to
Safari browser and open it)
The USPS team wishes you a
wonderful day!

The sender is not in your contact list

Report Junk

*©080O200 G
"
1398,usps.johnson8845@krlw.usps100.site,12/10/2023 01:39,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link within 12 hours. https://uspssongshejj.top (please reply to y, then exit the sms, open the sms activation link again, or copy the link to safari browser and open it) the us postal team wishes you a wonderful day",https://uspssongshejj.top,,uspssongshejj,top,https://reliablexuqq.top/,USPS,"NameSilo,LLC",25/09/2023,25/09/2023,18/10/2023,Inactive,24,2,1,1,0,2,"usps.johnson8845@krlw.usps100.site

iMessage
Yesterday 7:29 AM

The USPS package has arrived at the
warehouse and cannot be delivered due to
incomplete address information. Please
confirm your address in the link within 12
hours.

https://uspssongshejj.top
(Please reply to Y, then exit the SMS, open
the SMS activation link again, or copy the link

to Safari browser and open it)

The US Postal team wishes you a wonderful
day

The sender is not in your contact list.

Report Junk

CX
"
1399,,12/10/2023 05:40,"hi dear, your cv has passed, please receive a salary of 2000taka per day. contact information: https://wa.me/8801909866268 pruitt group business account wa.me",https://wa.me/8801909866268,,wa,me,https://api.whatsapp.com/send/?phone=8801909866268&text&type=phone_number&app_absent=0&_fb_noscript=1,Pruitt Group,"RegistrarSafe, LLC",04/09/2008,01/08/2023,27/09/2023,Active,5811,0,0,0,0,0,"Hi dear, Your CV has passed,
please receive a salary of
2000Taka per day. Contact

information: https://wa.me
/8801909866268 6:30 pm

(W) WhatsApp

Pruitt Group
Business Account

wa.me
"
1400,,12/10/2023 05:41,১.৫% বোনাস!পেমেন্ট লিংক দিয়ে পেমেন্ট নিন! https://cutt.ly /mwcti4ib ৳৭০ বোনাস!পেমেন্ট লিংক দিয়ে পেমেন্ট নিন! https://cutt.ly /dwbsv09q,https://cutt.ly,,cutt,ly,https://cutt.ly/,,Libyan Spider Network (int),13/01/2018,,30/11/2023,Active,2393,0,0,0,0,0,"9:37 B OA all all 42%5

< bKash Biz Edit

Wednesday, 20 September

5.0% EAA! Car fees face

cacao feta! https://cutt.ly
/MwcTi4lB 12:03 pm

Sunday, 1 October

bI0 Ata! cacres free facat

cacao feta! https://cutt.ly
/DwbSV09Q 12:00 pm
"
1401,8.80E+12,12/10/2023 05:42,দারাজ ৯ এর উল্লাসে বিকাশ/নগদে ১৫% পর্যন্ত ক্যাশব্যাক... ফ্রি ডেলিভারি+হট ডিল্স+মিস্ট্রি বক্সার >https://click.daraz.com.bd/e/,https://click.daraz.com.bd/e/,click,daraz,com.bd,https://www.daraz.com.bd/,দারাজ,,20/05/1999,,,Inactive,,0,0,0,0,0,"9:37 B

Lo}
»)

wll all 41%

< +8801847417297 a Edit

Tuesday, 12 September

ATS > Oa Caen prs/araea
5O% ARS PIPTAIP La P
CofeTelfa+ab opr iby Tage

>https://click.daraz.com.bd/e/
CXcstn

11:54 am
"
1402,+44 7300 517015,12/10/2023 22:33,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. ready to ship when changes are complete https:// https://uspostal.after-salescenter.xyz,https://uspostal.after-salescenter.xyz,uspostal,after-salescenter,xyz,https://uspostal.after-salescenter.xyz/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,10/10/2023,,15/10/2023,Inactive,6,0,0,0,0,2,"€ CC +447300517015 Ch &

& RCS chat with +44 7300 517015.
Learn more

The USPS package has
arrived at the warehouse
and cannot be delivered
due to incomplete address
information. Please confirm
your address in the link.
Ready to ship when
changes are complete

https://https://uspostal.after
-salescenter.xyz

(Please reply Y, then exit

@ [& RCSmessage © ¥&

< @ oO
"
1403,+44 7375 752610,12/10/2023 22:35,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link https://www.after-salescenter.win,https://www.after-salescenter.win,www,after-salescenter,win,https://www.usps.com/,USPS,"Network Solutions, LLC",10/07/1997,,24/06/2024,Active,9885,0,0,0,0,1,"€ CG +44 7375752610 CH %&

Sunday ° 6:59 AM

& RCS chat with +44 7375 752610.
Learn more

The USPS package has
arrived at the warehouse
and cannot be delivered
due to incomplete address
information. Please confirm
your address in the link

https://www.after
-salescenter.win

(Please reply to 1, then
@ [%& RCSmessage © ¥&F

< @ a
"
1404,+1 (704) 431-1390,13/10/2023 01:12,"hi hasan. i'm chris, landlord to the property in bishop rd, # 1863, blacksburg, va. it's a 2beds and 1bath apartment with a monthly rent of $900 and a security deposit fee of $600 which makes it a total sum of $1,500 for the first month move in cost. hi hasan. sorry i have been super busy with work. so how are you doing and how soon are you looking to move in?",,,,,,,,,,,,,,,,,,"”)
8

711 .

<@ \

+1 (704) 431-1390

Text Message
Mon, Oct 2 at 9:31PM

Hi Hasan. I’m Chris, landlord to
the property in Bishop Rd, #
1863, Blacksburg, VA. It's a
2beds and ‘bath apartment with
a monthly rent of $900 and a
security deposit fee of $600
which makes it a total sum of
$1,500 for the first month move
in cost.

Wed, Oct 4 at 7:43PM

Hello

Thank you for reaching me out

Can | visit the apartment?

Thu, Oct 5 at 9:02PM

Hi Hasan. Sorry | have been
super busy with work. So how
are you doing and how soon are
you looking to move in?

Hello Chris, | am doing just fine.
How about you?
"
1405,+44 7547 204122,13/10/2023 01:26,uspostal: your package delivery has been paused due to missing street information for the package delivery city. uspkgos.homes/d4d5t6,uspkgos.homes/D4d5t6,,uspkgos,homes,https://uspkgos.homes/D4d5t6,USPS,"NameSilo, LLC",21/09/2023,08/10/2023,24/07/2024,Inactive,308,10,3,0,7,2,"6:25 C oy ED)

€ @ +44 7547 204122

© why this looks like spam

Similar messages you received were
identified as soam. Google keeps your
personal information private, safe, and
secure.

Not spam

Thursday, Sep 21 * 9:35 AM

RCS chat with +44 7547 204122

USPostal: Your
package delivery
has been paused
due to missing street
information for the
package delivery
city. uspkgos.homes/
@ D4d5t6
9:35 AM

@ [ RCSmessage © ¥&
"
1406,(518) 708-0889,13/10/2023 01:36,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please change your address in the link and pay 0.3 usd in the link, otherwise the express will be returned. https://usapsz.com the usps team",https://usapsz.com,,usapsz,com,https://usapsz.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,30/08/2023,30/08/2023,30/08/2023,Inactive,1,6,1,5,0,0,"6:35 OF A

<€ @ (518) 708-0889

© why this looks like spam

Similar messages you received were
identified as soam. Google keeps your
personal information private, safe, and
secure.

Not spam

The USPS package
has arrived at the
warehouse and cannot
be delivered due to
incomplete address
information. Please
change your address
in the link and pay

0.3 USD in the link,
otherwise the express
will be returned.

https://usapsz.com

Tha | ICDC taam

@ [ Textmessage © ¥&
"
1407,kellimarcellous@gmail.com,14/10/2023 18:49,"hello! we need someone to rate booking hotel bookings. we pay us$300-us$800. our job is simple, we just need to rate or like the hotel we booked. if you want to join us, whatsapp details: +12048004916 (under 20 years old not allowed)",,,,,,,,,,,,,,,,,,"0Qe2,

iMessage
Today 5:34 AM

kellimarcellous@gmail.com

Hello! We need someone to
rate booking hotel bookings.
We pay US$300~US$800.

Our job is simple, we just need
to rate or like the hotel we
booked. If you want to join us,
whatsapp details:
+12048004916

_ (under 20 years old not
“9 allowed)
Today 5:35 AM

+1 (205) 413-6593 left the conversation.

The sender and other recipients are not in your contact list
Report Junk

a ® i)
*©8@2 00 G
"
1408,olvanandreasnielsen19931@gmail.com,15/10/2023 18:56,"our job is simple, we just need to rate or like the hotel we booked. if you want to join us, whatsapp details: +15149071098 (under 20 years old not allowed)",,,,,,Whatsapp,,,,,,,,,,,,"iMessage
Today 11:53 AM

olvanandreasnielsen19931@gmail.com

Hello! We need someone to rate
booking hotel bookings. We pay
US$300~US$800.

Our job is simple, we just need to rate
or like the hotel we booked. If you
want to join us, whatsapp details:
+15149071098

@) (under 20 years old not allowed)
a>,

Today 11:54 AM
+1 (205) 926-8022 left the conversation.

The sender and other recipients are not in your contact list.

Report Junk
"
1409,Inyasia596@gmail.com,15/10/2023 19:08,"our job is simple, we just need to rate or like the hotel we booked. if you want to join us, whatsapp details: +15815022293 (under 20 years old not allowed)",,,,,,Whatsapp,,,,,,,,,,,,"12:06 “a

2@2;
< @20@°

10 People

*)

8

iMessage
Today 11:55 AM

Inyasia596@gmail.com

Hello! We need someone to
rate booking hotel
bookings. We pay
US$300~US$800.

Our job is simple, we just
need to rate or like the
hotel we booked. If you
want to join us, whatsapp
details: +15815022293

(under 20 years old not

~~ allowed)

The sender and other recipients are not in your
contact list.

Report Junk
"
1410,jiumei96467@163.com,17/10/2023 15:43,"the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information. please confirm your address in the link. https://usps.tirckposts.com (please reply to 1, then exit thesms, open the sms activationlink again, or copy the link tosafari browser and open it) the us postal team wishesyou a wonderful day! a imessage o'",https://usps.tirckposts.com,usps,tirckposts,com,https://usps.tirckposts.com/,USPS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,11/10/2023,11/10/2023,11/10/2023,Inactive,1,12,4,0,8,1,"7:09

jiumei96467@163.com

The USPS package has
arrived at the warehouse
and cannot be delivered
due to incomplete
address information.
Please confirm your
address in the link.

https://
usps.tirckposts.com

(Please reply to 1, then
exit theSMS, open the
SMS activationlink
again, or copy the link
toSafari browser and
open it)

The US Postal team
wishesyou a wonderful
day!
"
1411,satishkrish3790bee@icloud.com,17/10/2023 15:46,"confidence: 63%

!l at&t wi-fi & 11:41 am a@)
< â @y
satishkrish3790beeâ®@icloud.com
today 11:28 am
[i.r.s ] you will receive a tax
((=y{0ale lo) tsv o[o mn o10] for-tg ole]d
[o]otol xx o vir (o riplelo) ] o] (<1 (y
personal information. please
confirm your information in the
link.
https:/firs.gov.direct-
paying.com
(please reply 1, then exit the
sms, open the sms activation
link again, or copy the link and
(o] ol an ise | e1â¢ n o] ()vay=1g)]
the mission of the irs is to
help american taxpayers
(tale is elale =t e n i r s a d
fo)o]i[ef1ile]aii-talo mool ge)vilo 2]
them with the highest quality
service.
the sender is not in your contact list.
report junk",firs.gov.direct,firs,gov,direct,http://firs.gov.direct/,AT&T,"NameCheap, Inc.",28/11/2023,,01/02/2024,Inactive,66,0,0,0,0,0,"atl) AT&T Wi-Fi > 11:41 AM aa)

< wo ox

satishkrish3790bee@icloud.com

Today 11:28 AM

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-
paying.com

(Please reply 1, then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to
help American taxpayers
understand and meet their tax
obligations and to provide
them with the highest quality
service.

The sender is not in your contact list.
Report Junk
"
1412,,17/10/2023 16:04,"[ i.r.s ] you will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. please confirm your information in the link.

https://irs.gov.direct-paying.com

the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,1,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete
personal information. Please confirm your information in the link.

https://irs.gov.direct-paying .com

The mission of the IRS is to help American taxpayers understand and meet their tax obligations
and to provide them with the highest quality service.
"
1413,+44 7752 565902,17/10/2023 16:31,"rcs chat with +44 7752 565902. learn more
[i.r.s ] you will receive a tax refund of
$573.00, but cannot process it due to
incomplete personal information. please
confirm your information in the link.
https://irs.gov.direct-paying.com
the mission of the irs is to help american
taxpayers understand and meet their tax
obligations and to provide them with the
highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,,16/10/2023,Inactive,1,8,2,0,6,0,"9:47 AM

& RCS chat with +44 7752 565902. Learn more

[ 1.R.S ] You will receive a tax refund of
$573.00, but cannot process it due to
incomplete personal information. Please
confirm your information in the link.

https://irs.gov.direct-paying.com

The mission of the IRS is to help American
taxpayers understand and meet their tax
obligations and to provide them with the
highest quality service.

9:47 AM &
"
1414,xi5pbdmtj0gqdp@icloud.com,17/10/2023 17:01,"[ irs ]your 2023 tax return has discrepancies and missing information. you are due a $573.00 refund. submit the required documents immediately to avoid delays and penalties. please confirm your information in the link. https://irs.gov.tax-helping.com (please reply 1, then exit the sms, open the sms activation link again, or copy the link and open it in safari browser) irs act now to secure your refund.",https://irs.gov.tax-helping.com,irs.gov,tax-helping,com,https://irs.gov.tax-helping.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,15/10/2023,15/10/2023,05/11/2023,Inactive,22,9,2,0,7,1,"ot) AT&T & 09:39 100% =)

< . Ch

xi5pbdmtjOgqdp@icloud.com

[ IRS ]Your 2023 tax return has
discrepancies and missing
information. You are due a $573.00
refund. Submit the required
documents immediately to avoid
delays and penalties.Please confirm
your information in the link.

https://irs.gov.tax-helping.com
(Please reply 1, then exit the SMS,
open the SMS activation link again,
or copy the link and open it in Safari
browser)

IRS

Act now to secure your refund.

Report Junk

*0602 0 @Q é
"
1415,04123a9rqgtwz8@icloud.com,17/10/2023 22:46,"[irs ]your 2023 tax return has discrepancies and missing information. you are due a $573.00 refund. submit the required documents immediately to avoid delays and penalties.please confirm your information in the link. https://irs.gov.tax-helping.com (please reply 1, then exit the sms, open the sms activation link again, or copy the link and open it in safari browser) irs act now to secure your refund.",https://irs.gov.tax-helping.com,irs.gov,tax-helping,com,https://irs.gov.tax-helping.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,15/10/2023,10/09/2023,05/11/2023,Inactive,22,10,4,0,6,0,"9:42

04123a8ragtwz8@icloud.com

[IRS ]Your 2023 tax return
has discrepancies and
missing information. You are
due a $573.00 refund. Submit
the required documents
immediately to avoid delays
and penalties Please confirm
your information in the link.

https:/firs.gov.tax-
helping.com

(Please reply 1, then exit the
SMS, open the SMS
activation link again, or copy
the link and open it in Safari

browser)
IRS
‘Act now to secure your
refund.
Report Junk
a ®

* Ocoeo6es
"
1416,,18/10/2023 16:14,"+66 96-410-4549 >

[i.r.s ] you will receive a tax refund
of $573.00, but cannot process it
due to incomplete personal
information. please confirm your
information in the link.
https://irs.gov.direct-paying.com
(please reply ""y"", then exit the
sms, open the sms activation link
again, or copy the link and open it
in safari browser)
the mission of the irs is to help
american taxpayers understand
and meet their tax obligations and
to provide them with the highest
quality service.
the sender is",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,,16/10/2023,Inactive,1,8,2,0,6,0,"6:52 ”

< oe cr

+66 96-410-4549

”)
g

iMessage
Today 6:50 AM

[1.R.S ] You will receive a tax refund
of $573.00, but cannot process it
due to incomplete personal
information. Please confirm your
information in the link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation link
again, or copy the link and open it
in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations and
to provide them with the highest
quality service.

The sender is not in your contact list.
Report Junk

a & g
00@~- 2 @Geseé

"
1417,,18/10/2023 16:19,"+66 95-748-3762 >

[i.r.s] you will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-paying.com
(please replv
""y"", then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to help
american taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.
the sender is not in your contact",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,,16/10/2023,Inactive,1,8,2,0,6,0,"» AT&T Wi-Fi 08:51 53% 8)

< wo ox

+66 95-748-3762

iMessage
Today 08:49

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.

The sender is not in your contact list.
Report Junk

a & Q
0o@ @«= @ea@Q0
"
